Index,Score,bootstrap,max_features,n_estimators
0,0.7236666666666667,False,7,100
1,0.7243333333333333,False,7,144
2,0.7316666666666667,False,7,188
3,0.7236666666666667,False,7,233
4,0.7403333333333333,False,7,277
5,0.7236666666666667,False,7,322
6,0.732,False,7,366
7,0.7236666666666667,False,7,411
8,0.732,False,7,455
9,0.732,False,7,500
10,0.7403333333333333,False,8,100
11,0.7403333333333333,False,8,144
12,0.7236666666666667,False,8,188
13,0.7403333333333333,False,8,233
14,0.7403333333333333,False,8,277
15,0.7236666666666667,False,8,322
16,0.732,False,8,366
17,0.7403333333333333,False,8,411
18,0.732,False,8,455
19,0.732,False,8,500
20,0.7163333333333333,False,9,100
21,0.7403333333333333,False,9,144
22,0.7403333333333333,False,9,188
23,0.7403333333333333,False,9,233
24,0.7403333333333333,False,9,277
25,0.7403333333333333,False,9,322
26,0.7403333333333333,False,9,366
27,0.7403333333333333,False,9,411
28,0.7403333333333333,False,9,455
29,0.7403333333333333,False,9,500
30,0.7403333333333333,False,10,100
31,0.7563333333333333,False,10,144
32,0.7403333333333333,False,10,188
33,0.7243333333333333,False,10,233
34,0.7403333333333333,False,10,277
35,0.7403333333333333,False,10,322
36,0.7403333333333333,False,10,366
37,0.7403333333333333,False,10,411
38,0.7403333333333333,False,10,455
39,0.7403333333333333,False,10,500
40,0.7003333333333333,False,11,100
41,0.7003333333333333,False,11,144
42,0.7243333333333333,False,11,188
43,0.7163333333333333,False,11,233
44,0.7163333333333333,False,11,277
45,0.7083333333333333,False,11,322
46,0.7323333333333333,False,11,366
47,0.7003333333333333,False,11,411
48,0.7243333333333333,False,11,455
49,0.7403333333333333,False,11,500
